,0
2897,GO:0042274
2898,GO:0042286
2899,GO:0046822
2900,GO:1900180
2901,GO:0090316
2902,GO:0042383
2903,GO:0042450
2904,GO:0042451
2905,GO:0042542
2906,GO:0071554
2907,GO:0098803
2908,GO:0042743
2909,GO:0042773
2910,GO:0042777
2911,GO:0052572
2912,GO:0042802
2913,GO:0042803
2914,GO:0046983
2915,GO:0044872
2916,GO:0051224
2917,GO:0051222
2918,GO:0043022
2919,GO:0043025
2920,GO:0044297
2921,GO:0043038
2922,GO:0060548
2923,GO:0043093
2924,GO:0043122
2925,GO:0043123
2926,GO:0043130
2927,GO:0043281
2928,GO:0043167
2929,GO:0098533
2930,GO:0098793
2931,GO:0043197
2932,GO:0044309
2933,GO:0098794
2934,GO:0043204
2935,GO:0043229
2936,GO:0043230
2937,GO:0043266
2938,GO:2001056
2939,GO:2000116
2940,GO:0043335
2941,GO:0051101
2942,GO:0090276
2943,GO:0043405
2944,GO:0043419
2945,GO:0051090
2946,GO:0061013
2947,GO:0046328
2948,GO:0043523
2949,GO:1901214
2950,GO:0043524
2951,GO:1901215
2952,GO:0043531
2953,GO:0051189
2954,GO:0043547
2955,GO:0051338
2956,GO:0043590
2957,GO:0046128
2958,GO:0043772
2959,GO:0043811
2960,GO:0043908
2961,GO:0043953
2962,GO:0052027
2963,GO:0051817
2964,GO:0070589
2965,GO:0051056
2966,GO:0044165
2967,GO:0044167
2968,GO:0044177
2969,GO:0044179
2970,GO:0051715
2971,GO:0044205
2972,GO:0044206
2973,GO:0044208
2974,GO:0044209
2975,GO:0044210
2976,GO:0044359
2977,GO:0060271
2978,GO:0044501
2979,GO:0051192
2980,GO:0046794
2981,GO:1902579
2982,GO:0044769
2983,GO:0044770
2984,GO:0044781
2985,GO:0044803
2986,GO:0045121
2987,GO:1990778
2988,GO:0045017
2989,GO:0072599
2990,GO:1903900
2991,GO:0098857
2992,GO:0045156
2993,GO:0045158
2994,GO:0045211
2995,GO:0045296
2996,GO:0045454
2997,GO:0045471
2998,GO:0045732
2999,GO:0045787
3000,GO:1904018
3001,GO:0045807
3002,GO:0045833
3003,GO:0045834
3004,GO:0045931
3005,GO:1903507
3006,GO:1903508
3007,GO:0046167
3008,GO:0046168
3009,GO:1904892
3010,GO:0051236
3011,GO:0046686
3012,GO:0050792
3013,GO:0046835
3014,GO:0051641
3015,GO:0051588
3016,GO:0046933
3017,GO:0046982
3018,GO:0047451
3019,GO:0048033
3020,GO:0048034
3021,GO:0048038
3022,GO:0048046
3023,GO:0051321
3024,GO:0048471
3025,GO:0048660
3026,GO:1903034
3027,GO:0061138
3028,GO:0050773
3029,GO:0050380
3030,GO:0050482
3031,GO:1903963
3032,GO:0050511
3033,GO:0050515
3034,GO:0050567
3035,GO:0050657
3036,GO:0050660
3037,GO:0050661
3038,GO:0050708
3039,GO:0065007
3040,GO:0099177
3041,GO:0050807
3042,GO:0050821
3043,GO:0050829
3044,GO:0050830
3045,GO:0050851
3046,GO:1903039
3047,GO:0050897
3048,GO:0050906
3049,GO:0050907
3050,GO:0050911
3051,GO:0050992
3052,GO:0050993
3053,GO:0051082
3054,GO:0061077
3055,GO:0051087
3056,GO:0051092
3057,GO:0051147
3058,GO:1904951
3059,GO:0070201
3060,GO:1904950
3061,GO:0051260
3062,GO:0051262
3063,GO:0051270
3064,GO:1903169
3065,GO:0051287
3066,GO:0051384
3067,GO:0051499
3068,GO:0051536
3069,GO:0051540
3070,GO:0051537
3071,GO:0051539
3072,GO:0051896
3073,GO:1901888
3074,GO:0051991
3075,GO:0051992
3076,GO:0052312
3077,GO:0052205
3078,GO:0052553
3079,GO:0052167
3080,GO:0052173
3081,GO:2001141
3082,GO:0052381
3083,GO:0052863
3084,GO:0052865
3085,GO:0052906
3086,GO:0052908
3087,GO:0055036
3088,GO:0055037
3089,GO:0098771
3090,GO:0055129
3091,GO:2000142
3092,GO:0060338
3093,GO:0060491
3094,GO:0060828
3095,GO:0090090
3096,GO:0072665
3097,GO:0061659
3098,GO:1903561
3099,GO:0061711
3100,GO:0072583
3101,GO:0070037
3102,GO:0070038
3103,GO:0070040
3104,GO:0070043
3105,GO:0070062
3106,GO:0070180
3107,GO:0070181
3108,GO:0070372
3109,GO:0070374
3110,GO:0070402
3111,GO:1990748
3112,GO:0070475
3113,GO:0070476
3114,GO:0070585
3115,GO:0070813
3116,GO:0070814
3117,GO:0070929
3118,GO:0070972
3119,GO:0071013
3120,GO:0071214
3121,GO:0104004
3122,GO:0071219
3123,GO:0071222
3124,GO:1901653
3125,GO:0071265
3126,GO:0071424
3127,GO:0071456
3128,GO:0071478
3129,GO:1901571
3130,GO:0071805
3131,GO:0071944
3132,GO:0071949
3133,GO:0071951
3134,GO:0071973
3135,GO:0097588
3136,GO:0072686
3137,GO:0075109
3138,GO:0075112
3139,GO:0075732
3140,GO:0075512
3141,GO:2001233
3142,GO:2001235
3143,GO:2001234
3144,GO:1905475
3145,GO:1903829
3146,GO:0090729
3147,GO:0097056
3148,GO:0097428
3149,GO:0099081
3150,GO:0098660
3151,GO:0099240
3152,GO:0099537
3153,GO:0098978
3154,GO:0099699
3155,GO:0099536
3156,GO:0101030
3157,GO:0102552
3158,GO:0102553
3159,GO:0102567
3160,GO:0102568
3161,GO:0106004
3162,GO:0106026
3163,GO:0106029
3164,GO:0106074
3165,GO:0140078
3166,GO:1903037
3167,GO:1901987
3168,GO:1901988
3169,GO:1901989
3170,GO:2001236
3171,GO:2001242
3172,GO:1902476
3173,GO:1905348
3174,GO:1902679
3175,GO:1902680
3176,GO:1902806
3177,GO:1903825
3178,GO:1904047
3179,GO:2001293
3180,GO:2001295
